application_id,document_type,status,ocr_confidence,income_mismatch_ratio,name_match
APP200033,PAN,UPLOADED,0.968,0.0,True
APP200033,SALARY_SLIP,UPLOADED,0.998,0.086,True
APP200033,BANK_STATEMENT,UPLOADED,0.879,0.059,True
APP200034,PAN,UPLOADED,0.999,0.0,True
APP200034,SALARY_SLIP,UPLOADED,0.94,0.005,True
APP200034,BANK_STATEMENT,UPLOADED,0.997,0.175,True
APP200035,PAN,UPLOADED,0.993,0.0,True
APP200035,SALARY_SLIP,UPLOADED,0.892,0.061,True
APP200035,BANK_STATEMENT,UPLOADED,0.983,0.064,True
APP200036,PAN,UPLOADED,0.962,0.0,True
APP200036,SALARY_SLIP,UPLOADED,0.999,0.031,True
APP200036,BANK_STATEMENT,UPLOADED,0.999,0.082,True
APP200037,PAN,UPLOADED,0.999,0.0,True
APP200037,SALARY_SLIP,UPLOADED,0.953,0.095,True
APP200037,BANK_STATEMENT,UPLOADED,0.956,0.166,True
APP200038,PAN,UPLOADED,0.969,0.0,True
APP200038,SALARY_SLIP,UPLOADED,0.887,0.012,True
APP200038,BANK_STATEMENT,UPLOADED,0.853,0.041,True
APP200039,PAN,UPLOADED,0.999,0.0,True
APP200039,SALARY_SLIP,UPLOADED,0.948,0.003,True
APP200039,BANK_STATEMENT,UPLOADED,0.997,0.147,True
APP200040,PAN,UPLOADED,0.965,0.0,True
APP200040,SALARY_SLIP,UPLOADED,0.916,0.013,True
APP200040,BANK_STATEMENT,UPLOADED,0.904,0.047,True
APP200041,PAN,UPLOADED,0.98,0.0,True
APP200041,SALARY_SLIP,UPLOADED,0.945,0.011,True
APP200041,BANK_STATEMENT,UPLOADED,0.97,0.048,True
APP200042,PAN,UPLOADED,0.969,0.0,True
APP200042,SALARY_SLIP,UPLOADED,0.965,0.014,False
APP200042,BANK_STATEMENT,UPLOADED,0.931,0.009,True
APP200043,PAN,UPLOADED,0.972,0.0,True
APP200043,SALARY_SLIP,UPLOADED,0.988,0.026,True
APP200043,BANK_STATEMENT,UPLOADED,0.999,0.068,True
APP200044,PAN,UPLOADED,0.999,0.0,True
APP200044,SALARY_SLIP,UPLOADED,0.985,0.036,True
APP200044,BANK_STATEMENT,UPLOADED,0.991,0.049,True
APP200045,PAN,UPLOADED,0.994,0.0,True
APP200045,SALARY_SLIP,UPLOADED,0.999,0.078,True
APP200045,BANK_STATEMENT,UPLOADED,0.999,0.103,True
APP200046,PAN,UPLOADED,0.996,0.0,True
APP200046,SALARY_SLIP,UPLOADED,0.999,0.002,True
APP200046,BANK_STATEMENT,UPLOADED,0.895,0.017,True
APP200047,PAN,UPLOADED,0.963,0.0,True
APP200047,SALARY_SLIP,UPLOADED,0.907,0.006,True
APP200047,BANK_STATEMENT,UPLOADED,0.999,0.138,True
APP200048,PAN,UPLOADED,0.999,0.0,True
APP200048,SALARY_SLIP,UPLOADED,0.955,0.011,True
APP200048,BANK_STATEMENT,UPLOADED,0.999,0.053,True
APP200049,PAN,UPLOADED,0.998,0.0,False
APP200049,SALARY_SLIP,UPLOADED,0.999,0.033,True
APP200049,BANK_STATEMENT,UPLOADED,0.916,0.149,True
APP200050,PAN,UPLOADED,0.982,0.0,True
APP200050,SALARY_SLIP,UPLOADED,0.927,0.006,True
APP200050,BANK_STATEMENT,UPLOADED,0.957,0.174,True
APP200051,PAN,UPLOADED,0.954,0.0,True
APP200051,SALARY_SLIP,UPLOADED,0.999,0.064,True
APP200051,BANK_STATEMENT,UPLOADED,0.886,0.075,True
APP200052,PAN,UPLOADED,0.976,0.0,True
APP200052,SALARY_SLIP,UPLOADED,0.964,0.01,True
APP200052,BANK_STATEMENT,UPLOADED,0.976,0.091,True
APP200053,PAN,UPLOADED,0.984,0.0,True
APP200053,SALARY_SLIP,UPLOADED,0.943,0.006,True
APP200053,BANK_STATEMENT,UPLOADED,0.887,0.067,True
APP200054,PAN,UPLOADED,0.997,0.0,True
APP200054,SALARY_SLIP,UPLOADED,0.991,0.038,True
APP200054,BANK_STATEMENT,UPLOADED,0.999,0.069,True
APP200055,PAN,UPLOADED,0.999,0.0,True
APP200055,SALARY_SLIP,UPLOADED,0.943,0.041,True
APP200055,BANK_STATEMENT,UPLOADED,0.999,0.033,True
APP200056,PAN,UPLOADED,0.985,0.0,True
APP200056,SALARY_SLIP,UPLOADED,0.971,0.028,True
APP200056,BANK_STATEMENT,UPLOADED,0.999,0.13,True
APP200057,PAN,UPLOADED,0.999,0.0,True
APP200057,SALARY_SLIP,UPLOADED,0.888,0.001,True
APP200057,BANK_STATEMENT,UPLOADED,0.848,0.062,True
APP200058,PAN,UPLOADED,0.998,0.0,True
APP200058,SALARY_SLIP,UPLOADED,0.974,0.016,True
APP200058,BANK_STATEMENT,UPLOADED,0.919,0.008,True
APP200059,PAN,UPLOADED,0.988,0.0,True
APP200059,SALARY_SLIP,UPLOADED,0.999,0.024,True
APP200059,BANK_STATEMENT,UPLOADED,0.94,0.115,True
APP200060,PAN,UPLOADED,0.973,0.0,True
APP200060,SALARY_SLIP,UPLOADED,0.999,0.044,True
APP200060,BANK_STATEMENT,UPLOADED,0.863,0.016,True
APP200061,PAN,UPLOADED,0.981,0.0,True
APP200061,SALARY_SLIP,UPLOADED,0.93,0.006,True
APP200061,BANK_STATEMENT,UPLOADED,0.905,0.076,True
APP200062,PAN,UPLOADED,0.97,0.0,True
APP200062,SALARY_SLIP,UPLOADED,0.903,0.02,True
APP200062,BANK_STATEMENT,UPLOADED,0.916,0.142,True
APP200063,PAN,UPLOADED,0.981,0.0,True
APP200063,SALARY_SLIP,UPLOADED,0.896,0.012,True
APP200063,BANK_STATEMENT,UPLOADED,0.999,0.075,True
APP200064,PAN,UPLOADED,0.953,0.0,True
APP200064,SALARY_SLIP,UPLOADED,0.999,0.012,True
APP200064,BANK_STATEMENT,UPLOADED,0.901,0.066,True
APP200065,PAN,UPLOADED,0.999,0.0,True
APP200065,SALARY_SLIP,UPLOADED,0.908,0.061,True
APP200065,BANK_STATEMENT,UPLOADED,0.989,0.111,True
APP200066,PAN,UPLOADED,0.997,0.0,True
APP200066,SALARY_SLIP,UPLOADED,0.995,0.085,True
APP200066,BANK_STATEMENT,UPLOADED,0.91,0.041,True
APP200067,PAN,UPLOADED,0.976,0.0,True
APP200067,SALARY_SLIP,UPLOADED,0.957,0.042,True
APP200067,BANK_STATEMENT,UPLOADED,0.899,0.113,True
APP200068,PAN,UPLOADED,0.972,0.0,True
APP200068,SALARY_SLIP,UPLOADED,0.934,0.031,True
APP200068,BANK_STATEMENT,UPLOADED,0.856,0.132,True
APP200069,PAN,UPLOADED,0.994,0.0,True
APP200069,SALARY_SLIP,UPLOADED,0.922,0.039,True
APP200069,BANK_STATEMENT,UPLOADED,0.957,0.113,True
APP200070,PAN,UPLOADED,0.989,0.0,True
APP200070,SALARY_SLIP,UPLOADED,0.837,0.142,True
APP200070,BANK_STATEMENT,UPLOADED,0.753,0.146,True
APP200071,PAN,UPLOADED,0.999,0.0,True
APP200071,SALARY_SLIP,UPLOADED,0.939,0.013,True
APP200071,BANK_STATEMENT,UPLOADED,0.968,0.091,True
APP200072,PAN,UPLOADED,0.96,0.0,True
APP200072,SALARY_SLIP,UPLOADED,0.999,0.042,True
APP200072,BANK_STATEMENT,UPLOADED,0.926,0.001,True
APP200073,PAN,UPLOADED,0.989,0.0,True
APP200073,SALARY_SLIP,UPLOADED,0.969,0.05,True
APP200073,BANK_STATEMENT,UPLOADED,0.946,0.059,True
APP200074,PAN,UPLOADED,0.994,0.0,True
APP200074,SALARY_SLIP,UPLOADED,0.933,0.032,True
APP200074,BANK_STATEMENT,UPLOADED,0.985,0.081,True
APP200075,PAN,UPLOADED,0.972,0.0,True
APP200075,SALARY_SLIP,UPLOADED,0.937,0.056,True
APP200075,BANK_STATEMENT,UPLOADED,0.967,0.007,True
APP200076,PAN,UPLOADED,0.99,0.0,True
APP200076,SALARY_SLIP,UPLOADED,0.939,0.026,True
APP200076,BANK_STATEMENT,UPLOADED,0.999,0.045,True
APP200077,PAN,UPLOADED,0.966,0.0,True
APP200077,SALARY_SLIP,UPLOADED,0.999,0.088,True
APP200077,BANK_STATEMENT,UPLOADED,0.924,0.07,True
APP200078,PAN,UPLOADED,0.978,0.0,True
APP200078,SALARY_SLIP,UPLOADED,0.999,0.064,True
APP200078,BANK_STATEMENT,UPLOADED,0.998,0.17,True
APP200079,PAN,UPLOADED,0.974,0.0,True
APP200079,SALARY_SLIP,UPLOADED,0.967,0.019,True
APP200079,BANK_STATEMENT,UPLOADED,0.928,0.121,True
APP200080,PAN,UPLOADED,0.991,0.0,True
APP200080,SALARY_SLIP,UPLOADED,0.921,0.01,True
APP200080,BANK_STATEMENT,UPLOADED,0.999,0.2,True
APP200081,PAN,UPLOADED,0.942,0.0,True
APP200081,SALARY_SLIP,UPLOADED,0.985,0.036,True
APP200081,BANK_STATEMENT,UPLOADED,0.888,0.097,True
APP200082,PAN,UPLOADED,0.984,0.0,True
APP200082,SALARY_SLIP,UPLOADED,0.83,0.25,True
APP200082,BANK_STATEMENT,UPLOADED,0.701,0.194,True
APP200083,PAN,UPLOADED,0.968,0.0,True
APP200083,SALARY_SLIP,UPLOADED,0.958,0.01,True
APP200083,BANK_STATEMENT,UPLOADED,0.863,0.041,True
APP200084,PAN,UPLOADED,0.966,0.0,True
APP200084,SALARY_SLIP,UPLOADED,0.933,0.052,True
APP200084,BANK_STATEMENT,UPLOADED,0.999,0.153,True
APP200085,PAN,UPLOADED,0.975,0.0,True
APP200085,SALARY_SLIP,UPLOADED,0.901,0.04,True
APP200085,BANK_STATEMENT,UPLOADED,0.902,0.097,True
APP200086,PAN,UPLOADED,0.999,0.0,True
APP200086,SALARY_SLIP,UPLOADED,0.899,0.04,True
APP200086,BANK_STATEMENT,UPLOADED,0.963,0.055,True
APP200087,PAN,UPLOADED,0.974,0.0,True
APP200087,SALARY_SLIP,UPLOADED,0.945,0.029,True
APP200087,BANK_STATEMENT,UPLOADED,0.944,0.086,True
APP200088,PAN,UPLOADED,0.991,0.0,True
APP200088,SALARY_SLIP,UPLOADED,0.925,0.036,True
APP200088,BANK_STATEMENT,UPLOADED,0.999,0.2,True
APP200089,PAN,UPLOADED,0.992,0.0,True
APP200089,SALARY_SLIP,UPLOADED,0.979,0.058,True
APP200089,BANK_STATEMENT,UPLOADED,0.959,0.011,True
APP200090,PAN,UPLOADED,0.991,0.0,True
APP200090,SALARY_SLIP,UPLOADED,0.935,0.057,True
APP200090,BANK_STATEMENT,UPLOADED,0.937,0.078,True
APP200091,PAN,UPLOADED,0.987,0.0,False
APP200091,SALARY_SLIP,UPLOADED,0.884,0.016,True
APP200091,BANK_STATEMENT,UPLOADED,0.937,0.078,True
APP200092,PAN,UPLOADED,0.979,0.0,True
APP200092,SALARY_SLIP,UPLOADED,0.952,0.079,True
APP200092,BANK_STATEMENT,UPLOADED,0.985,0.023,True
APP200093,PAN,UPLOADED,0.982,0.0,True
APP200093,SALARY_SLIP,UPLOADED,0.865,0.082,True
APP200093,BANK_STATEMENT,UPLOADED,0.877,0.055,True
APP200094,PAN,UPLOADED,0.977,0.0,True
APP200094,SALARY_SLIP,UPLOADED,0.967,0.0,True
APP200094,BANK_STATEMENT,UPLOADED,0.994,0.202,True
APP200095,PAN,UPLOADED,0.97,0.0,True
APP200095,SALARY_SLIP,UPLOADED,0.908,0.031,True
APP200095,BANK_STATEMENT,UPLOADED,0.968,0.002,True
APP200096,PAN,UPLOADED,0.984,0.0,True
APP200096,SALARY_SLIP,UPLOADED,0.956,0.024,True
APP200096,BANK_STATEMENT,UPLOADED,0.902,0.221,True
APP200097,PAN,UPLOADED,0.956,0.0,True
APP200097,SALARY_SLIP,UPLOADED,0.919,0.026,True
APP200097,BANK_STATEMENT,UPLOADED,0.953,0.043,True
APP200098,PAN,UPLOADED,0.985,0.0,True
APP200098,SALARY_SLIP,UPLOADED,0.888,0.039,True
APP200098,BANK_STATEMENT,UPLOADED,0.999,0.249,True
APP200099,PAN,UPLOADED,0.999,0.0,True
APP200099,SALARY_SLIP,UPLOADED,0.924,0.074,True
APP200099,BANK_STATEMENT,UPLOADED,0.938,0.048,True
APP200100,PAN,UPLOADED,0.978,0.0,True
APP200100,SALARY_SLIP,UPLOADED,0.932,0.034,True
APP200100,BANK_STATEMENT,UPLOADED,0.876,0.042,True
APP200101,PAN,UPLOADED,0.985,0.0,True
APP200101,SALARY_SLIP,UPLOADED,0.918,0.066,True
APP200101,BANK_STATEMENT,UPLOADED,0.822,0.011,True
APP200102,PAN,UPLOADED,0.999,0.0,True
APP200102,SALARY_SLIP,UPLOADED,0.999,0.013,True
APP200102,BANK_STATEMENT,UPLOADED,0.916,0.145,True
APP200103,PAN,UPLOADED,0.975,0.0,True
APP200103,SALARY_SLIP,UPLOADED,0.931,0.012,True
APP200103,BANK_STATEMENT,UPLOADED,0.941,0.021,True
APP200104,PAN,UPLOADED,0.999,0.0,True
APP200104,SALARY_SLIP,UPLOADED,0.952,0.014,True
APP200104,BANK_STATEMENT,UPLOADED,0.943,0.048,True
APP200105,PAN,UPLOADED,0.974,0.0,True
APP200105,SALARY_SLIP,UPLOADED,0.948,0.025,True
APP200105,BANK_STATEMENT,UPLOADED,0.945,0.002,True
APP200106,PAN,UPLOADED,0.999,0.0,True
APP200106,SALARY_SLIP,UPLOADED,0.865,0.011,True
APP200106,BANK_STATEMENT,UPLOADED,0.922,0.13,True
APP200107,PAN,UPLOADED,0.999,0.0,True
APP200107,SALARY_SLIP,UPLOADED,0.973,0.011,True
APP200107,BANK_STATEMENT,UPLOADED,0.992,0.04,True
APP200108,PAN,UPLOADED,0.965,0.0,True
APP200108,SALARY_SLIP,UPLOADED,0.978,0.012,True
APP200108,BANK_STATEMENT,UPLOADED,0.907,0.121,True
APP200109,PAN,UPLOADED,0.938,0.0,True
APP200109,SALARY_SLIP,UPLOADED,0.999,0.06,True
APP200109,BANK_STATEMENT,UPLOADED,0.942,0.062,True
APP200110,PAN,UPLOADED,0.999,0.0,True
APP200110,SALARY_SLIP,UPLOADED,0.963,0.017,True
APP200110,BANK_STATEMENT,UPLOADED,0.965,0.1,True
APP200111,PAN,UPLOADED,0.998,0.0,True
APP200111,SALARY_SLIP,UPLOADED,0.945,0.014,True
APP200111,BANK_STATEMENT,UPLOADED,0.982,0.119,True
APP200112,PAN,UPLOADED,0.999,0.0,True
APP200112,SALARY_SLIP,UPLOADED,0.906,0.032,True
APP200112,BANK_STATEMENT,UPLOADED,0.961,0.065,True
APP200113,PAN,UPLOADED,0.994,0.0,True
APP200113,SALARY_SLIP,UPLOADED,0.925,0.068,True
APP200113,BANK_STATEMENT,UPLOADED,0.943,0.025,True
APP200114,PAN,UPLOADED,0.986,0.0,True
APP200114,SALARY_SLIP,UPLOADED,0.881,0.083,True
APP200114,BANK_STATEMENT,UPLOADED,0.937,0.128,True
APP200115,PAN,UPLOADED,0.96,0.0,True
APP200115,SALARY_SLIP,UPLOADED,0.987,0.05,True
APP200115,BANK_STATEMENT,UPLOADED,0.872,0.026,True
APP200116,PAN,UPLOADED,0.983,0.0,True
APP200116,SALARY_SLIP,UPLOADED,0.904,0.051,True
APP200116,BANK_STATEMENT,UPLOADED,0.999,0.116,True
APP200117,PAN,UPLOADED,0.995,0.0,True
APP200117,SALARY_SLIP,UPLOADED,0.932,0.08,True
APP200117,BANK_STATEMENT,UPLOADED,0.923,0.068,True
APP200118,PAN,UPLOADED,0.997,0.0,True
APP200118,SALARY_SLIP,UPLOADED,0.921,0.021,True
APP200118,BANK_STATEMENT,UPLOADED,0.981,0.062,True
APP200119,PAN,UPLOADED,0.995,0.0,True
APP200119,SALARY_SLIP,UPLOADED,0.941,0.01,True
APP200119,BANK_STATEMENT,UPLOADED,0.991,0.106,True
APP200120,PAN,UPLOADED,0.983,0.0,True
APP200120,SALARY_SLIP,UPLOADED,0.894,0.028,True
APP200120,BANK_STATEMENT,UPLOADED,0.936,0.028,True
APP200121,PAN,UPLOADED,0.99,0.0,True
APP200121,SALARY_SLIP,UPLOADED,0.902,0.003,True
APP200121,BANK_STATEMENT,UPLOADED,0.936,0.088,True
APP200122,PAN,UPLOADED,0.961,0.0,True
APP200122,SALARY_SLIP,UPLOADED,0.906,0.067,True
APP200122,BANK_STATEMENT,UPLOADED,0.95,0.153,True
APP200123,PAN,UPLOADED,0.967,0.0,True
APP200123,SALARY_SLIP,UPLOADED,0.999,0.028,True
APP200123,BANK_STATEMENT,UPLOADED,0.869,0.018,True
APP200124,PAN,UPLOADED,0.999,0.0,True
APP200124,SALARY_SLIP,UPLOADED,0.962,0.017,True
APP200124,BANK_STATEMENT,UPLOADED,0.966,0.115,True
APP200125,PAN,UPLOADED,0.953,0.0,True
APP200125,SALARY_SLIP,UPLOADED,0.981,0.051,True
APP200125,BANK_STATEMENT,UPLOADED,0.987,0.035,True
APP200126,PAN,UPLOADED,0.999,0.0,True
APP200126,SALARY_SLIP,UPLOADED,0.891,0.017,True
APP200126,BANK_STATEMENT,UPLOADED,0.834,0.006,True
APP200127,PAN,UPLOADED,0.999,0.0,True
APP200127,SALARY_SLIP,UPLOADED,0.951,0.001,True
APP200127,BANK_STATEMENT,UPLOADED,0.962,0.105,True
APP200128,PAN,UPLOADED,0.974,0.0,True
APP200128,SALARY_SLIP,UPLOADED,0.934,0.034,True
APP200128,BANK_STATEMENT,UPLOADED,0.922,0.05,True
APP200129,PAN,UPLOADED,0.939,0.0,True
APP200129,SALARY_SLIP,UPLOADED,0.997,0.008,True
APP200129,BANK_STATEMENT,UPLOADED,0.859,0.087,True
APP200130,PAN,UPLOADED,0.961,0.0,True
APP200130,SALARY_SLIP,UPLOADED,0.958,0.032,True
APP200130,BANK_STATEMENT,UPLOADED,0.972,0.06,True
APP200131,PAN,UPLOADED,0.981,0.0,True
APP200131,SALARY_SLIP,UPLOADED,0.906,0.044,True
APP200131,BANK_STATEMENT,UPLOADED,0.934,0.049,True
APP200132,PAN,UPLOADED,0.97,0.0,True
APP200132,SALARY_SLIP,UPLOADED,0.878,0.039,True
APP200132,BANK_STATEMENT,UPLOADED,0.925,0.073,True
APP200133,PAN,UPLOADED,0.945,0.0,True
APP200133,SALARY_SLIP,UPLOADED,0.964,0.052,True
APP200133,BANK_STATEMENT,UPLOADED,0.998,0.008,True
APP200134,PAN,UPLOADED,0.975,0.0,True
APP200134,SALARY_SLIP,UPLOADED,0.975,0.055,True
APP200134,BANK_STATEMENT,UPLOADED,0.995,0.062,True
APP200135,PAN,UPLOADED,0.944,0.0,True
APP200135,SALARY_SLIP,UPLOADED,0.999,0.056,True
APP200135,BANK_STATEMENT,UPLOADED,0.945,0.202,True
APP200136,PAN,UPLOADED,0.985,0.0,True
APP200136,SALARY_SLIP,UPLOADED,0.915,0.038,True
APP200136,BANK_STATEMENT,UPLOADED,0.815,0.063,True
APP200137,PAN,UPLOADED,0.999,0.0,True
APP200137,SALARY_SLIP,UPLOADED,0.945,0.023,True
APP200137,BANK_STATEMENT,UPLOADED,0.977,0.19,True
APP200138,PAN,UPLOADED,0.999,0.0,True
APP200138,SALARY_SLIP,UPLOADED,0.954,0.066,True
APP200138,BANK_STATEMENT,UPLOADED,0.822,0.127,True
APP200139,PAN,UPLOADED,0.999,0.0,True
APP200139,SALARY_SLIP,UPLOADED,0.911,0.006,True
APP200139,BANK_STATEMENT,UPLOADED,0.968,0.028,True
APP200140,PAN,UPLOADED,0.962,0.0,True
APP200140,SALARY_SLIP,UPLOADED,0.931,0.109,True
APP200140,BANK_STATEMENT,UPLOADED,0.946,0.179,True
APP200141,PAN,UPLOADED,0.977,0.0,True
APP200141,SALARY_SLIP,UPLOADED,0.933,0.027,True
APP200141,BANK_STATEMENT,UPLOADED,0.924,0.015,True
APP200142,PAN,UPLOADED,0.972,0.0,True
APP200142,SALARY_SLIP,UPLOADED,0.927,0.053,True
APP200142,BANK_STATEMENT,UPLOADED,0.901,0.019,True
APP200143,PAN,UPLOADED,0.96,0.0,False
APP200143,SALARY_SLIP,UPLOADED,0.806,0.01,True
APP200143,BANK_STATEMENT,UPLOADED,0.867,0.12,True
APP200144,PAN,UPLOADED,0.958,0.0,True
APP200144,SALARY_SLIP,UPLOADED,0.999,0.029,True
APP200144,BANK_STATEMENT,UPLOADED,0.918,0.012,True
APP200145,PAN,UPLOADED,0.95,0.0,True
APP200145,SALARY_SLIP,UPLOADED,0.965,0.051,True
APP200145,BANK_STATEMENT,UPLOADED,0.938,0.094,True
APP200146,PAN,UPLOADED,0.966,0.0,True
APP200146,SALARY_SLIP,UPLOADED,0.954,0.022,True
APP200146,BANK_STATEMENT,UPLOADED,0.886,0.002,True
APP200147,PAN,UPLOADED,0.984,0.0,True
APP200147,SALARY_SLIP,UPLOADED,0.972,0.062,True
APP200147,BANK_STATEMENT,UPLOADED,0.915,0.011,True
APP200148,PAN,UPLOADED,0.951,0.0,True
APP200148,SALARY_SLIP,UPLOADED,0.965,0.018,True
APP200148,BANK_STATEMENT,UPLOADED,0.897,0.084,True
APP200149,PAN,UPLOADED,0.964,0.0,True
APP200149,SALARY_SLIP,UPLOADED,0.948,0.038,True
APP200149,BANK_STATEMENT,UPLOADED,0.969,0.164,True
APP200150,PAN,UPLOADED,0.958,0.0,True
APP200150,SALARY_SLIP,UPLOADED,0.885,0.045,True
APP200150,BANK_STATEMENT,UPLOADED,0.97,0.02,True
APP200151,PAN,UPLOADED,0.976,0.0,True
APP200151,SALARY_SLIP,UPLOADED,0.967,0.05,True
APP200151,BANK_STATEMENT,UPLOADED,0.986,0.016,True
APP200152,PAN,UPLOADED,0.999,0.0,True
APP200152,SALARY_SLIP,UPLOADED,0.996,0.066,True
APP200152,BANK_STATEMENT,UPLOADED,0.999,0.212,True
