application_id,routing_decision,routing_reason,human_review_required
APP200089,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200090,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200091,DECLINE,POLICY_FAILURE,False
APP200092,DECLINE,POLICY_FAILURE,False
APP200093,DECLINE,POLICY_FAILURE,False
APP200094,DECLINE,POLICY_FAILURE,False
APP200095,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200096,DECLINE,POLICY_FAILURE,False
APP200097,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200098,DECLINE,POLICY_FAILURE,False
APP200099,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200100,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200101,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200102,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200103,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200104,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200105,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200106,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200107,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200108,DECLINE,POLICY_FAILURE,False
APP200109,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200110,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200111,DECLINE,POLICY_FAILURE,False
APP200112,DECLINE,POLICY_FAILURE,False
APP200113,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200114,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200115,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200116,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200117,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200118,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200119,DECLINE,POLICY_FAILURE,False
APP200120,DECLINE,POLICY_FAILURE,False
APP200121,DECLINE,POLICY_FAILURE,False
APP200122,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200123,DECLINE,POLICY_FAILURE,False
APP200124,DECLINE,POLICY_FAILURE,False
APP200125,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200126,DECLINE,POLICY_FAILURE,False
APP200127,DECLINE,POLICY_FAILURE,False
APP200128,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200129,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200130,DECLINE,POLICY_FAILURE,False
APP200131,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200132,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200133,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200134,DECLINE,POLICY_FAILURE,False
APP200135,DECLINE,POLICY_FAILURE,False
APP200136,DECLINE,POLICY_FAILURE,False
APP200137,DECLINE,POLICY_FAILURE,False
APP200138,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200139,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200140,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200141,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200142,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200143,DECLINE,POLICY_FAILURE,False
APP200144,DECLINE,POLICY_FAILURE,False
APP200145,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200146,DECLINE,POLICY_FAILURE,False
APP200147,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200148,DECLINE,POLICY_FAILURE,False
APP200149,DECLINE,POLICY_FAILURE,False
APP200150,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200151,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200152,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200153,DECLINE,POLICY_FAILURE,False
APP200154,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200155,DECLINE,POLICY_FAILURE,False
APP200156,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200157,DECLINE,POLICY_FAILURE,False
APP200158,DECLINE,POLICY_FAILURE,False
APP200159,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200160,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200161,DECLINE,POLICY_FAILURE,False
APP200162,DECLINE,POLICY_FAILURE,False
APP200163,DECLINE,POLICY_FAILURE,False
APP200164,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200165,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200166,DECLINE,POLICY_FAILURE,False
APP200167,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200168,DECLINE,POLICY_FAILURE,False
APP200169,DECLINE,POLICY_FAILURE,False
APP200170,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200171,DECLINE,POLICY_FAILURE,False
APP200172,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200173,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200174,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200175,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200176,DECLINE,POLICY_FAILURE,False
APP200177,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200178,DECLINE,POLICY_FAILURE,False
APP200179,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200180,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200181,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200182,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200183,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200184,DECLINE,POLICY_FAILURE,False
APP200185,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200186,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200187,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200188,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200189,DECLINE,POLICY_FAILURE,False
APP200190,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200191,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200192,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200193,DECLINE,POLICY_FAILURE,False
APP200194,DECLINE,POLICY_FAILURE,False
APP200195,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200196,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200197,DECLINE,POLICY_FAILURE,False
APP200198,DECLINE,POLICY_FAILURE,False
APP200199,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200200,DECLINE,POLICY_FAILURE,False
APP200201,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200202,DECLINE,POLICY_FAILURE,False
APP200203,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200204,DECLINE,POLICY_FAILURE,False
APP200205,DECLINE,POLICY_FAILURE,False
APP200206,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200207,DECLINE,POLICY_FAILURE,False
APP200208,DECLINE,POLICY_FAILURE,False
APP200209,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200210,DECLINE,POLICY_FAILURE,False
APP200211,DECLINE,POLICY_FAILURE,False
APP200212,DECLINE,POLICY_FAILURE,False
APP200213,DECLINE,POLICY_FAILURE,False
APP200214,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200215,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200216,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200217,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200218,DECLINE,POLICY_FAILURE,False
APP200219,DECLINE,POLICY_FAILURE,False
APP200220,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200221,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200222,DECLINE,POLICY_FAILURE,False
APP200223,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200224,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200225,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200226,DECLINE,POLICY_FAILURE,False
APP200227,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200228,DECLINE,POLICY_FAILURE,False
APP200229,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200230,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200231,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200232,DECLINE,POLICY_FAILURE,False
APP200233,DECLINE,POLICY_FAILURE,False
APP200234,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200235,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200236,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200237,DECLINE,POLICY_FAILURE,False
APP200238,DECLINE,POLICY_FAILURE,False
APP200239,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200240,DECLINE,POLICY_FAILURE,False
APP200241,DECLINE,POLICY_FAILURE,False
APP200242,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200243,DECLINE,POLICY_FAILURE,False
APP200244,DECLINE,POLICY_FAILURE,False
APP200245,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200246,DECLINE,POLICY_FAILURE,False
APP200247,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200248,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200249,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200250,DECLINE,POLICY_FAILURE,False
APP200251,DECLINE,POLICY_FAILURE,False
APP200252,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200253,DECLINE,POLICY_FAILURE,False
APP200254,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200255,DECLINE,POLICY_FAILURE,False
APP200256,DECLINE,POLICY_FAILURE,False
APP200257,DECLINE,POLICY_FAILURE,False
APP200258,DECLINE,POLICY_FAILURE,False
APP200259,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200260,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200261,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200262,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200263,HUMAN_REVIEW,LOW_DOCUMENT_CONFIDENCE,True
APP200264,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200265,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200266,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200267,DECLINE,POLICY_FAILURE,False
APP200268,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200269,DECLINE,POLICY_FAILURE,False
APP200270,DECLINE,POLICY_FAILURE,False
APP200271,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200272,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200273,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200274,DECLINE,POLICY_FAILURE,False
APP200275,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200276,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200277,DECLINE,POLICY_FAILURE,False
APP200278,DECLINE,POLICY_FAILURE,False
APP200279,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200280,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200281,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200282,DECLINE,POLICY_FAILURE,False
APP200283,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200284,DECLINE,POLICY_FAILURE,False
APP200285,HUMAN_REVIEW,LOW_DOCUMENT_CONFIDENCE,True
APP200286,DECLINE,POLICY_FAILURE,False
APP200287,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200288,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200289,DECLINE,POLICY_FAILURE,False
APP200290,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200291,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200292,DECLINE,POLICY_FAILURE,False
APP200293,DECLINE,POLICY_FAILURE,False
APP200294,DECLINE,POLICY_FAILURE,False
APP200295,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200296,DECLINE,POLICY_FAILURE,False
APP200297,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200298,DECLINE,POLICY_FAILURE,False
APP200299,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200300,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200301,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200302,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200303,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200304,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200305,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200306,DECLINE,POLICY_FAILURE,False
APP200307,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200308,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200309,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200310,DECLINE,POLICY_FAILURE,False
APP200311,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200312,DECLINE,POLICY_FAILURE,False
APP200313,DECLINE,POLICY_FAILURE,False
APP200314,DECLINE,POLICY_FAILURE,False
APP200315,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200316,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200317,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200318,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200319,DECLINE,POLICY_FAILURE,False
APP200320,DECLINE,POLICY_FAILURE,False
APP200321,DECLINE,POLICY_FAILURE,False
APP200322,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200323,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200324,DECLINE,POLICY_FAILURE,False
APP200325,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200326,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200327,DECLINE,POLICY_FAILURE,False
APP200328,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200329,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200330,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200331,DECLINE,POLICY_FAILURE,False
APP200332,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200333,DECLINE,POLICY_FAILURE,False
APP200334,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200335,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200336,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200337,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200338,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200339,DECLINE,POLICY_FAILURE,False
APP200340,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200341,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200342,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200343,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200344,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200345,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200346,DECLINE,POLICY_FAILURE,False
APP200347,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200348,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200349,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200350,DECLINE,POLICY_FAILURE,False
APP200351,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200352,DECLINE,POLICY_FAILURE,False
APP200353,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200354,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200355,DECLINE,POLICY_FAILURE,False
APP200356,DECLINE,POLICY_FAILURE,False
APP200357,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200358,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200359,DECLINE,POLICY_FAILURE,False
APP200360,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200361,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200362,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200363,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200364,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200365,DECLINE,POLICY_FAILURE,False
APP200366,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200367,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200368,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200369,DECLINE,POLICY_FAILURE,False
APP200370,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200371,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200372,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200373,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200374,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200375,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200376,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200377,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200378,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200379,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200380,DECLINE,POLICY_FAILURE,False
APP200381,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200382,DECLINE,POLICY_FAILURE,False
APP200383,DECLINE,POLICY_FAILURE,False
APP200384,HUMAN_REVIEW,LOW_DOCUMENT_CONFIDENCE,True
APP200385,DECLINE,POLICY_FAILURE,False
APP200386,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200387,DECLINE,POLICY_FAILURE,False
APP200388,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200389,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200390,DECLINE,POLICY_FAILURE,False
APP200391,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200392,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200393,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200394,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200395,DECLINE,POLICY_FAILURE,False
APP200396,DECLINE,POLICY_FAILURE,False
APP200397,DECLINE,POLICY_FAILURE,False
APP200398,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200399,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200400,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200401,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200402,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200403,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200404,DECLINE,POLICY_FAILURE,False
APP200405,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200406,DECLINE,POLICY_FAILURE,False
APP200407,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200408,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200409,DECLINE,POLICY_FAILURE,False
APP200410,DECLINE,POLICY_FAILURE,False
APP200411,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200412,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200413,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200414,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200415,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200416,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200417,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200418,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200419,DECLINE,POLICY_FAILURE,False
APP200420,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200421,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200422,DECLINE,POLICY_FAILURE,False
APP200423,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200424,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200425,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
APP200426,AUTO_APPROVE,STANDARD_STRAIGHT_THROUGH,False
