application_id,device_reuse_count_30d,applications_last_7d,location_mismatch,bank_account_age_months,document_anomaly_score,income_mismatch_score,fraud_label
APP200166,0,0,0,59,0.093,0.046,0
APP200167,2,0,0,26,0.014,0.037,0
APP200168,0,0,0,21,0.009,0.076,0
APP200169,0,0,0,36,0.027,0.121,0
APP200170,0,2,0,31,0.004,0.019,0
APP200171,0,2,0,25,0.03,0.031,1
APP200172,0,0,0,13,0.006,0.017,0
APP200173,0,0,0,29,0.062,0.071,0
APP200174,2,1,0,25,0.068,0.048,0
APP200175,0,0,0,22,0.006,0.049,0
APP200176,0,1,0,43,0.003,0.081,0
APP200177,1,0,0,16,0.028,0.037,0
APP200178,0,0,0,21,0.019,0.156,0
APP200179,0,1,1,38,0.0,0.06,0
APP200180,0,0,0,39,0.068,0.105,0
APP200181,0,1,0,28,0.024,0.056,0
APP200182,0,1,0,27,0.001,0.205,0
APP200183,1,0,0,49,0.025,0.085,0
APP200184,0,1,0,28,0.009,0.028,0
APP200185,0,0,0,54,0.011,0.011,0
APP200186,2,2,0,38,0.004,0.095,0
APP200187,0,1,0,64,0.001,0.017,0
APP200188,0,0,0,22,0.004,0.002,0
APP200189,0,0,0,14,0.041,0.058,0
APP200190,0,1,0,18,0.03,0.058,0
APP200191,0,0,1,42,0.02,0.019,0
APP200192,0,0,0,29,0.023,0.138,0
APP200193,0,1,0,20,0.058,0.057,0
APP200194,1,1,0,24,0.064,0.068,0
APP200195,0,1,0,15,0.027,0.067,0
APP200196,0,0,0,38,0.009,0.074,0
APP200197,0,0,0,20,0.062,0.166,0
APP200198,0,0,0,21,0.0,0.039,0
APP200199,0,0,0,34,0.04,0.116,0
APP200200,0,0,0,44,0.008,0.271,0
APP200201,1,0,0,43,0.019,0.12,0
APP200202,0,1,0,21,0.053,0.004,0
APP200203,1,0,1,45,0.002,0.125,0
APP200204,1,0,0,39,0.044,0.029,0
APP200205,1,1,0,37,0.061,0.027,0
APP200206,1,0,0,13,0.038,0.098,0
APP200207,1,2,0,5,0.099,0.141,0
APP200208,1,0,0,32,0.002,0.22,0
APP200209,1,1,0,26,0.151,0.018,0
APP200210,0,1,0,20,0.002,0.032,0
APP200211,0,1,0,36,0.057,0.203,0
APP200212,0,0,0,17,0.104,0.199,0
APP200213,0,0,0,26,0.154,0.007,0
APP200214,0,1,0,7,0.062,0.354,0
APP200215,0,0,1,14,0.025,0.091,0
APP200216,0,0,0,37,0.015,0.007,0
APP200217,1,0,0,23,0.007,0.11,0
APP200218,1,0,0,24,0.001,0.015,0
APP200219,0,2,0,25,0.003,0.007,0
APP200220,0,1,0,29,0.008,0.026,0
APP200221,1,0,0,9,0.08,0.138,0
APP200222,0,2,0,27,0.175,0.118,1
APP200223,1,0,0,20,0.005,0.133,0
APP200224,0,2,0,13,0.096,0.033,0
APP200225,0,0,0,32,0.028,0.068,0
APP200226,0,0,0,20,0.059,0.036,0
APP200227,1,0,0,37,0.028,0.09,0
APP200228,1,0,0,43,0.2,0.029,0
APP200229,2,1,0,37,0.099,0.135,0
APP200230,2,0,0,25,0.033,0.081,0
APP200231,3,1,0,56,0.008,0.08,0
APP200232,0,1,0,27,0.042,0.264,0
APP200233,0,0,0,11,0.027,0.034,0
APP200234,1,2,0,19,0.116,0.105,0
APP200235,1,0,1,14,0.027,0.002,0
APP200236,0,0,0,8,0.013,0.165,0
APP200237,2,0,0,47,0.009,0.089,0
APP200238,0,1,0,20,0.037,0.16,0
APP200239,0,0,0,15,0.184,0.015,0
APP200240,0,0,0,19,0.114,0.122,0
APP200241,0,1,0,17,0.015,0.083,0
APP200242,2,0,0,13,0.004,0.019,0
APP200243,0,0,0,26,0.001,0.082,0
APP200244,1,1,0,29,0.133,0.005,0
APP200245,1,1,0,16,0.021,0.117,0
APP200246,1,0,0,14,0.048,0.071,0
APP200247,0,0,0,21,0.006,0.022,0
APP200248,0,1,0,10,0.004,0.003,0
APP200249,0,0,0,17,0.007,0.145,0
APP200250,0,0,0,23,0.03,0.039,0
APP200251,0,1,0,7,0.017,0.152,0
APP200252,0,2,0,7,0.076,0.108,0
APP200253,0,1,0,23,0.031,0.049,0
APP200254,0,0,0,35,0.002,0.085,0
APP200255,0,0,0,10,0.193,0.017,0
APP200256,0,0,0,16,0.168,0.03,0
APP200257,0,0,0,35,0.015,0.014,0
APP200258,0,0,0,6,0.091,0.187,0
APP200259,0,1,0,35,0.014,0.237,0
APP200260,0,0,0,14,0.025,0.041,0
APP200261,0,0,0,56,0.003,0.144,0
APP200262,0,1,0,9,0.037,0.009,0
APP200263,1,0,0,15,0.076,0.248,1
APP200264,1,0,0,13,0.003,0.002,0
APP200265,1,1,0,28,0.03,0.036,0
APP200266,1,1,0,11,0.215,0.034,0
APP200267,0,1,0,55,0.027,0.037,0
APP200268,0,0,0,31,0.004,0.075,0
APP200269,0,0,0,41,0.098,0.158,0
APP200270,0,0,0,20,0.024,0.042,0
APP200271,0,0,0,18,0.008,0.061,0
APP200272,0,0,0,37,0.008,0.026,0
APP200273,0,1,0,28,0.003,0.083,0
APP200274,1,1,0,8,0.01,0.084,0
APP200275,0,1,0,14,0.017,0.014,0
APP200276,0,0,0,16,0.094,0.192,0
APP200277,1,1,0,41,0.025,0.121,0
APP200278,0,0,0,15,0.054,0.025,0
APP200279,0,1,0,22,0.02,0.097,0
APP200280,0,1,0,40,0.045,0.003,0
APP200281,0,0,0,26,0.0,0.032,0
APP200282,1,1,1,23,0.025,0.244,0
APP200283,0,0,0,24,0.134,0.339,0
APP200284,0,1,0,44,0.024,0.042,0
APP200285,0,1,0,58,0.007,0.06,0
APP200286,2,0,0,18,0.048,0.01,0
APP200287,0,1,0,13,0.047,0.045,0
APP200288,1,3,0,17,0.014,0.098,0
APP200289,1,2,0,15,0.05,0.063,0
APP200290,0,1,0,18,0.083,0.021,0
APP200291,2,0,0,16,0.229,0.144,0
APP200292,0,0,0,8,0.019,0.036,0
APP200293,0,1,0,56,0.069,0.074,0
APP200294,1,3,0,24,0.057,0.34,0
APP200295,0,0,0,26,0.045,0.027,0
APP200296,0,0,0,9,0.072,0.037,0
APP200297,2,1,0,30,0.115,0.095,0
APP200298,0,1,1,13,0.05,0.402,0
APP200299,0,1,0,10,0.032,0.06,0
APP200300,0,1,0,22,0.022,0.189,0
APP200301,0,1,0,24,0.064,0.323,0
APP200302,0,2,0,38,0.051,0.031,0
APP200303,2,0,0,11,0.018,0.14,0
APP200304,0,1,0,57,0.062,0.029,0
APP200305,0,0,0,14,0.053,0.066,0
APP200306,0,0,0,7,0.089,0.184,0
APP200307,3,1,0,21,0.004,0.165,0
APP200308,0,1,0,14,0.019,0.087,0
APP200309,0,0,0,23,0.002,0.105,0
APP200310,0,0,0,35,0.002,0.237,0
APP200311,0,0,0,30,0.047,0.15,0
APP200312,0,1,0,4,0.004,0.172,0
APP200313,0,0,0,17,0.036,0.12,0
APP200314,0,0,0,21,0.0,0.033,0
APP200315,1,0,0,32,0.005,0.14,0
APP200316,0,1,0,13,0.024,0.041,0
APP200317,1,1,0,19,0.105,0.026,0
APP200318,0,1,0,18,0.004,0.009,0
APP200319,0,1,0,16,0.046,0.054,0
APP200320,1,1,0,32,0.0,0.077,0
APP200321,0,2,0,6,0.026,0.01,0
APP200322,0,0,0,30,0.022,0.006,0
APP200323,0,1,0,5,0.137,0.002,0
APP200324,1,0,0,14,0.014,0.234,0
APP200325,0,0,0,25,0.042,0.026,0
APP200326,0,1,0,14,0.005,0.031,0
APP200327,0,1,0,13,0.001,0.047,0
APP200328,0,0,0,28,0.053,0.117,0
APP200329,1,1,0,12,0.039,0.017,0
APP200330,1,1,0,16,0.016,0.032,0
APP200331,1,0,0,14,0.004,0.075,0
APP200332,1,1,0,50,0.142,0.04,0
APP200333,0,0,0,26,0.108,0.022,0
APP200334,0,0,0,10,0.024,0.158,0
APP200335,2,1,0,17,0.0,0.293,0
APP200336,0,0,0,27,0.059,0.029,0
APP200337,0,0,0,14,0.012,0.049,0
APP200338,0,0,0,10,0.002,0.03,0
APP200339,0,1,0,25,0.056,0.039,0
APP200340,0,0,0,8,0.01,0.116,0
APP200341,1,0,0,27,0.009,0.03,0
APP200342,0,0,0,82,0.048,0.076,0
APP200343,0,0,0,19,0.079,0.156,0
APP200344,0,0,0,30,0.009,0.111,0
APP200345,0,1,0,16,0.035,0.052,0
APP200346,0,3,0,56,0.145,0.287,1
APP200347,0,0,0,6,0.005,0.145,0
APP200348,2,0,0,23,0.091,0.075,0
APP200349,0,0,0,17,0.029,0.208,0
APP200350,1,1,0,10,0.01,0.082,1
APP200351,0,0,0,28,0.076,0.017,0
APP200352,0,0,0,34,0.016,0.04,0
APP200353,0,2,0,31,0.035,0.036,0
APP200354,0,0,0,22,0.065,0.053,0
APP200355,0,2,0,7,0.019,0.046,0
APP200356,1,0,0,11,0.045,0.237,0
APP200357,0,0,0,18,0.02,0.048,0
APP200358,1,2,0,19,0.003,0.056,0
APP200359,0,1,0,35,0.03,0.092,0
APP200360,0,1,0,31,0.005,0.08,0
APP200361,0,0,0,3,0.008,0.058,0
APP200362,1,0,0,10,0.048,0.058,0
APP200363,0,1,0,19,0.001,0.043,0
APP200364,0,1,1,27,0.057,0.088,0
APP200365,0,0,0,28,0.034,0.214,0
APP200366,1,0,0,10,0.018,0.228,0
APP200367,0,0,0,12,0.039,0.12,0
APP200368,0,0,0,17,0.053,0.056,0
APP200369,1,3,0,21,0.012,0.005,1
APP200370,0,0,0,25,0.04,0.05,0
APP200371,1,0,0,35,0.001,0.061,0
APP200372,0,1,0,39,0.006,0.154,0
APP200373,1,0,0,11,0.055,0.154,0
APP200374,1,1,0,19,0.202,0.008,0
APP200375,0,0,0,6,0.025,0.038,0
APP200376,0,0,0,8,0.017,0.103,0
APP200377,1,0,0,19,0.007,0.148,0
APP200378,0,0,0,20,0.023,0.211,0
APP200379,1,0,0,12,0.034,0.087,0
APP200380,0,0,0,14,0.07,0.267,0
APP200381,2,0,0,76,0.043,0.072,0
APP200382,1,0,0,14,0.069,0.097,1
APP200383,1,1,0,28,0.134,0.089,1
APP200384,2,0,0,49,0.035,0.095,1
APP200385,0,0,0,9,0.022,0.09,0
APP200386,0,1,0,34,0.009,0.117,0
APP200387,1,0,0,14,0.175,0.008,1
APP200388,0,1,0,27,0.128,0.146,0
APP200389,0,0,0,43,0.047,0.031,0
APP200390,1,0,0,34,0.114,0.036,0
APP200391,0,0,0,76,0.013,0.022,0
APP200392,0,0,0,14,0.001,0.072,0
APP200393,1,0,0,16,0.005,0.003,0
APP200394,2,2,0,14,0.052,0.061,0
APP200395,1,1,0,43,0.038,0.015,0
APP200396,0,2,0,38,0.086,0.122,0
APP200397,0,0,0,45,0.146,0.101,0
APP200398,0,0,0,15,0.074,0.065,0
APP200399,1,0,0,23,0.033,0.078,0
APP200400,1,1,0,39,0.017,0.007,0
APP200401,2,1,0,20,0.04,0.117,0
APP200402,1,0,0,23,0.046,0.119,0
APP200403,1,0,0,19,0.035,0.052,0
APP200404,0,0,0,17,0.008,0.027,0
APP200405,0,0,0,5,0.011,0.214,0
APP200406,0,0,0,28,0.034,0.04,0
APP200407,0,2,0,15,0.037,0.074,0
APP200408,0,0,0,13,0.029,0.014,0
APP200409,1,0,0,23,0.004,0.059,0
APP200410,0,1,0,29,0.195,0.025,0
APP200411,0,1,0,45,0.017,0.483,0
APP200412,0,0,0,22,0.008,0.059,0
APP200413,0,0,0,11,0.002,0.051,0
APP200414,0,0,0,31,0.156,0.076,0
APP200415,0,2,0,18,0.118,0.017,0
APP200416,0,0,1,34,0.045,0.057,0
APP200417,2,0,0,16,0.038,0.015,0
APP200418,0,0,0,24,0.005,0.025,0
APP200419,0,0,0,21,0.002,0.107,0
APP200420,0,0,0,9,0.035,0.068,0
APP200421,0,0,0,74,0.005,0.028,0
APP200422,0,1,0,25,0.031,0.261,0
APP200423,0,1,0,25,0.004,0.078,0
APP200424,0,0,0,10,0.116,0.252,0
APP200425,0,1,0,19,0.029,0.068,0
APP200426,0,2,0,32,0.017,0.014,0
APP200427,1,0,0,6,0.132,0.031,0
APP200428,0,0,0,20,0.032,0.176,0
APP200429,0,3,0,28,0.014,0.11,0
APP200430,0,0,0,17,0.065,0.279,0
APP200431,1,1,0,8,0.019,0.087,0
APP200432,0,0,0,45,0.075,0.062,0
APP200433,0,0,0,9,0.041,0.051,0
APP200434,0,1,0,38,0.028,0.093,0
APP200435,0,1,0,16,0.046,0.181,0
APP200436,1,1,0,43,0.1,0.112,0
APP200437,0,0,0,9,0.054,0.155,0
APP200438,1,1,0,51,0.045,0.138,0
APP200439,0,1,0,3,0.081,0.245,0
APP200440,0,0,0,25,0.007,0.017,0
APP200441,1,0,0,42,0.007,0.007,0
APP200442,0,0,0,7,0.003,0.051,0
APP200443,0,0,0,7,0.004,0.13,0
APP200444,1,1,0,12,0.006,0.004,0
APP200445,0,0,0,8,0.142,0.03,0
APP200446,0,0,0,30,0.0,0.115,0
APP200447,1,0,1,10,0.013,0.065,0
APP200448,0,0,0,19,0.091,0.002,0
APP200449,0,1,0,32,0.191,0.088,0
APP200450,0,0,0,7,0.009,0.003,0
APP200451,0,1,0,11,0.196,0.037,0
APP200452,1,2,0,41,0.028,0.175,0
APP200453,0,0,0,21,0.004,0.297,0
APP200454,0,0,0,22,0.059,0.082,0
APP200455,0,3,1,18,0.034,0.3,0
APP200456,1,1,0,15,0.004,0.273,0
APP200457,0,0,0,23,0.001,0.272,0
APP200458,0,0,0,50,0.034,0.004,0
APP200459,1,0,0,21,0.055,0.071,0
APP200460,0,0,0,15,0.012,0.031,0
APP200461,1,0,0,15,0.078,0.145,0
APP200462,1,1,0,18,0.077,0.001,0
APP200463,0,0,0,28,0.014,0.021,0
APP200464,0,0,0,23,0.005,0.084,0
APP200465,0,1,0,24,0.017,0.062,0
APP200466,0,2,0,13,0.001,0.016,0
APP200467,0,0,0,17,0.059,0.056,0
APP200468,2,0,0,27,0.071,0.026,0
APP200469,0,1,0,10,0.055,0.09,0
APP200470,0,1,0,17,0.022,0.315,0
APP200471,2,0,0,23,0.034,0.047,0
APP200472,0,0,0,12,0.0,0.032,0
APP200473,0,0,0,8,0.046,0.127,0
APP200474,0,0,0,13,0.088,0.15,0
APP200475,1,0,0,15,0.053,0.175,0
APP200476,0,1,0,14,0.033,0.027,0
APP200477,0,0,0,41,0.0,0.017,0
APP200478,1,2,0,9,0.03,0.046,0
APP200479,0,0,0,16,0.141,0.067,0
APP200480,0,0,0,11,0.005,0.127,0
APP200481,0,0,0,17,0.016,0.062,0
APP200482,0,0,0,22,0.032,0.064,0
APP200483,1,2,0,19,0.092,0.05,0
APP200484,0,2,1,3,0.019,0.174,0
APP200485,0,0,0,26,0.008,0.009,0
APP200486,0,0,0,11,0.019,0.024,0
APP200487,0,0,0,7,0.049,0.099,0
APP200488,0,0,0,30,0.1,0.032,0
APP200489,0,0,0,20,0.009,0.186,0
APP200490,0,1,0,29,0.048,0.181,0
APP200491,1,0,0,65,0.112,0.231,0
APP200492,0,0,0,27,0.032,0.054,0
APP200493,0,0,1,47,0.022,0.214,0
APP200494,0,0,0,25,0.007,0.199,1
APP200495,0,0,0,34,0.003,0.052,0
APP200496,0,0,0,51,0.14,0.141,0
APP200497,0,0,0,15,0.026,0.031,0
APP200498,0,2,0,56,0.047,0.044,0
APP200499,0,1,0,17,0.011,0.096,0
APP200500,0,0,0,43,0.061,0.014,0
APP200501,0,1,0,17,0.054,0.1,0
APP200502,2,0,0,15,0.012,0.138,0
APP200503,1,0,0,42,0.087,0.028,0
APP200504,0,0,0,29,0.084,0.053,0
APP200505,0,0,0,23,0.007,0.043,0
APP200506,1,0,0,13,0.039,0.029,0
APP200507,1,0,0,22,0.057,0.106,1
APP200508,0,0,0,24,0.251,0.081,0
APP200509,0,0,0,43,0.027,0.005,0
APP200510,0,1,0,11,0.009,0.002,0
APP200511,0,0,0,57,0.003,0.212,0
APP200512,0,0,0,30,0.047,0.116,0
APP200513,0,0,0,35,0.028,0.072,0
APP200514,0,0,0,20,0.052,0.065,0
APP200515,0,0,0,18,0.135,0.118,0
APP200516,0,1,0,9,0.022,0.002,0
APP200517,3,1,0,12,0.059,0.023,0
APP200518,0,0,0,35,0.008,0.131,0
APP200519,2,0,0,28,0.002,0.103,0
APP200520,0,0,0,12,0.004,0.127,0
APP200521,1,0,0,6,0.064,0.056,0
APP200522,0,0,0,22,0.015,0.214,0
APP200523,0,1,0,14,0.003,0.164,0
APP200524,0,0,0,7,0.045,0.088,0
APP200525,2,0,0,13,0.011,0.01,0
APP200526,0,1,0,29,0.008,0.089,0
APP200527,0,1,0,46,0.003,0.035,0
APP200528,3,1,0,17,0.035,0.143,0
APP200529,1,0,0,29,0.012,0.028,0
APP200530,0,1,0,17,0.007,0.051,0
APP200531,0,1,0,17,0.139,0.079,0
APP200532,0,1,0,46,0.014,0.025,0
APP200533,0,0,0,6,0.006,0.203,0
APP200534,0,0,0,15,0.022,0.066,0
APP200535,0,0,0,30,0.033,0.061,0
APP200536,0,0,0,47,0.017,0.111,0
APP200537,0,1,0,48,0.03,0.112,0
APP200538,1,0,0,16,0.083,0.105,0
APP200539,0,0,0,28,0.078,0.099,0
APP200540,0,0,0,28,0.087,0.054,0
APP200541,0,0,0,27,0.064,0.093,0
APP200542,0,0,0,26,0.011,0.056,0
APP200543,1,0,0,49,0.077,0.062,0
APP200544,0,0,0,12,0.017,0.07,0
APP200545,0,0,0,3,0.078,0.104,0
APP200546,0,1,0,27,0.039,0.077,0
APP200547,0,0,0,30,0.058,0.148,0
APP200548,1,1,0,31,0.055,0.094,0
APP200549,1,0,0,20,0.01,0.061,0
APP200550,0,0,0,6,0.037,0.158,0
APP200551,0,0,0,27,0.031,0.005,0
APP200552,0,2,0,12,0.15,0.023,0
APP200553,0,0,1,21,0.01,0.075,0
APP200554,1,0,1,20,0.138,0.325,0
APP200555,1,0,0,31,0.006,0.082,0
APP200556,1,0,0,7,0.004,0.058,0
APP200557,0,0,0,12,0.055,0.02,0
APP200558,0,1,0,17,0.073,0.059,0
APP200559,0,0,0,3,0.037,0.044,0
APP200560,0,0,0,38,0.001,0.053,0
APP200561,0,1,0,3,0.07,0.041,0
APP200562,0,0,0,34,0.029,0.212,0
APP200563,0,3,0,35,0.06,0.022,0
APP200564,0,1,0,48,0.084,0.045,0
APP200565,0,1,0,24,0.108,0.121,0
APP200566,0,1,0,24,0.125,0.039,0
APP200567,1,0,0,4,0.011,0.151,0
APP200568,0,0,0,31,0.0,0.097,0
APP200569,0,0,0,10,0.045,0.106,0
APP200570,2,0,0,38,0.025,0.084,0
APP200571,0,0,0,17,0.001,0.03,0
APP200572,1,0,0,31,0.008,0.008,0
APP200573,2,0,0,12,0.04,0.063,0
APP200574,0,0,0,25,0.139,0.043,0
APP200575,1,0,0,35,0.045,0.176,0
APP200576,0,0,0,10,0.063,0.052,0
APP200577,1,1,0,5,0.006,0.084,0
APP200578,0,1,0,27,0.08,0.071,0
APP200579,0,0,0,20,0.022,0.027,0
APP200580,0,0,0,54,0.038,0.069,0
APP200581,0,0,0,32,0.045,0.003,0
APP200582,0,0,1,25,0.138,0.075,0
APP200583,0,1,0,21,0.011,0.108,0
APP200584,0,0,0,26,0.052,0.02,0
APP200585,0,0,0,9,0.034,0.022,0
APP200586,0,1,0,1,0.005,0.064,0
APP200587,0,0,0,35,0.055,0.077,0
APP200588,0,0,0,18,0.052,0.206,0
APP200589,1,1,0,11,0.042,0.024,0
APP200590,0,1,0,13,0.057,0.096,0
APP200591,1,0,0,21,0.031,0.104,0
APP200592,0,0,0,16,0.115,0.068,0
APP200593,0,0,0,33,0.093,0.045,0
APP200594,0,1,0,23,0.043,0.081,0
APP200595,0,1,0,36,0.028,0.072,0
APP200596,0,1,0,23,0.039,0.203,0
APP200597,2,0,0,15,0.042,0.092,0
APP200598,0,0,0,5,0.044,0.109,0
APP200599,1,1,0,47,0.072,0.114,0
APP200600,0,1,0,10,0.0,0.004,0
APP200601,0,0,0,16,0.024,0.055,0
APP200602,1,0,0,17,0.001,0.131,0
